# Track Results
There are 105 result entries compared to 15 annotations in track "045_phrase_rock_complex_slow_rods".
Positives:	4
False positives:	100

## Result legend
List entries:
	[RESULT, annotated time, estimated time, difference]
RESULT mapping:
	UNDERFLOW	= -2	Estimation doesn't have a corresponding annotation
	LOWER		= -1	Estimation lies beneath its annotation
	EQUAL		=  0	Estimation equals its annotation
	UPPER		=  1	Estimation lies above its annotation
	OVERFLOW	=  2	Annotation doesn't have a corresponding Estimation

## Entries
[['-1' '0.475' '0.487619047619' '0.012619047619000012']
 ['2' '11.303' '10.9830385488' '0.3199614512000011']
 ['2' '11.303' '11.0178684807' '0.28513151930000014']
 ['2' '11.303' '11.0410884354' '0.2619115646000001']
 ['2' '11.303' '11.0759183673' '0.22708163270000092']
 ['2' '11.303' '11.1107482993' '0.19225170069999997']
 ['2' '11.303' '11.133968254' '0.1690317460000017']
 ['2' '11.303' '11.1687981859' '0.13420181410000076']
 ['2' '11.303' '11.2036281179' '0.09937188210000159']
 ['2' '11.303' '11.2384580499' '0.06454195010000063']
 ['2' '11.303' '11.2732879819' '0.029712018100001458']
 ['-1' '11.303' '11.3197278912' '0.016727891199998624']
 ['2' '11.7' '11.3197278912' '0.38027210879999984']
 ['2' '11.7' '11.3545578231' '0.3454421768999989']
 ['2' '11.7' '11.3893877551' '0.3106122448999997']
 ['2' '11.7' '11.4126077098' '0.2873922901999997']
 ['2' '11.7' '11.4358276644' '0.26417233559999964']
 ['2' '11.7' '11.4706575964' '0.2293424035999987']
 ['2' '11.7' '11.5054875283' '0.19451247169999952']
 ['2' '11.7' '11.5403174603' '0.15968253969999857']
 ['2' '11.7' '11.563537415' '0.13646258499999853']
 ['2' '11.7' '11.5983673469' '0.10163265309999936']
 ['2' '11.7' '11.6331972789' '0.06680272109999841']
 ['2' '11.7' '11.6680272109' '0.03197278909999923']
 ['-1' '11.7' '11.7144671202' '0.01446712020000085']
 ['2' '12.872' '11.7144671202' '1.1575328797999997']
 ['2' '12.872' '11.7492970522' '1.1227029478000006']
 ['-1' '12.872' '12.8870748299' '0.015074829899999642']
 ['2' '13.395' '12.8870748299' '0.5079251701']
 ['2' '13.395' '12.9102947846' '0.4847052154']
 ['2' '13.395' '12.9451247166' '0.44987528339999905']
 ['2' '13.395' '12.9799546485' '0.4150453514999999']
 ['2' '13.395' '13.0147845805' '0.38021541949999893']
 ['2' '13.395' '13.0496145125' '0.34538548749999975']
 ['0' '13.395' '13.3979138322' '0.0029138322000008543']
 ['2' '-1' '13.4327437642' '-1']
 ['2' '-1' '13.4675736961' '-1']
 ['2' '-1' '13.4907936508' '-1']
 ['2' '-1' '13.5256235828' '-1']
 ['2' '-1' '13.5604535147' '-1']
 ['2' '-1' '13.5952834467' '-1']
 ['2' '-1' '13.6301133787' '-1']
 ['2' '-1' '13.6533333333' '-1']
 ['2' '-1' '13.6881632653' '-1']
 ['2' '-1' '13.7229931973' '-1']]
